entity_id,review_decision,reviewer,reviewed_at,decision_note,entity_type,display_name,review_batch,review_bucket,source_paths,cleaned_paths,chunk_sample_ids,decision_instructions
evidence_subprefix_hijack,,,,,EvidenceTemplate,anomaly_subprefix_hijack,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc6811.txt,cleaned/standards/rfc6811.md,context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_datasource_001|context_2026_scope_001|context_2026_as_path_001|rfc6811_s001_1_001|rfc6811_s008_6_001|rfc6811_s003_2_001|rfc6811_s001_1_002|rfc6811_s006_4_001|rfc6811_s001_1_003|rfc6811_s003_2_003,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_as,,,,,BGPConcept,AS,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc4271.txt,cleaned/standards/rfc4271.md,context_2026_paper_bear_001|context_2026_scope_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s006_1_1_001|rfc4271_s006_1_1_002|rfc4271_s009_3_001|rfc4271_s014_4_2_001|rfc4271_s015_4_3_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_as_relationship,,,,,BGPConcept,AS Relationship,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/data_docs/caida_as_relationships.html|raw/standards/rfc7908.txt,cleaned/data_docs/caida_as_relationships.md|cleaned/standards/rfc7908.md,caida_as_relationships_s001_full_002|caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_006|caida_as_relationships_s001_full_012|caida_as_relationships_s001_full_014|caida_as_relationships_s001_full_001|caida_as_relationships_s001_full_003|caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_009|caida_as_relationships_s001_full_010|caida_as_relationships_s001_full_011,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
fp_as_relationship_error,,,,,FalsePositivePattern,AS relationship inference error,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/data_docs/caida_as_relationships.html|raw/standards/rfc7908.txt,cleaned/data_docs/caida_as_relationships.md|cleaned/standards/rfc7908.md,caida_as_relationships_s001_full_003|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_006|caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_012|caida_as_relationships_s001_full_013|caida_as_relationships_s001_full_014|caida_as_relationships_s001_full_015|caida_as_relationships_s001_full_001|caida_as_relationships_s001_full_002|caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_009,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_as_path,,,,,BGPConcept,AS_PATH,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/papers/bear_2025.pdf|raw/standards/rfc4271.txt,cleaned/papers/bear_2025.md|cleaned/standards/rfc4271.md,bear_2025_s002_page_2_002|bear_2025_s002_page_2_003|bear_2025_s003_page_3_001|bear_2025_s003_page_3_002|bear_2025_s004_page_4_001|bear_2025_s004_page_4_002|bear_2025_s004_page_4_003|bear_2025_s005_page_5_001|bear_2025_s005_page_5_002|bear_2025_s006_page_6_001|bear_2025_s006_page_6_002|bear_2025_s008_page_8_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
field_as_path,,,,,DataField,as_path,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/papers/bear_2025.pdf|raw/standards/rfc4271.txt,cleaned/papers/bear_2025.md|cleaned/standards/rfc4271.md,bear_2025_s002_page_2_002|bear_2025_s002_page_2_003|bear_2025_s003_page_3_001|bear_2025_s003_page_3_002|bear_2025_s004_page_4_001|bear_2025_s004_page_4_002|bear_2025_s004_page_4_003|bear_2025_s005_page_5_001|bear_2025_s005_page_5_002|bear_2025_s006_page_6_001|bear_2025_s006_page_6_002|bear_2025_s001_page_1_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
mechanism_as_path_prepending,,,,,RoutingMechanism,AS_PATH Prepending,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc4271.txt,cleaned/standards/rfc4271.md,context_2026_as_path_001|context_2026_datasource_001|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s009_3_003|rfc4271_s010_3_1_001|rfc4271_s022_4_4_001|rfc4271_s026_4_002|rfc4271_s029_5_1_2_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
field_as_relationship_sequence,,,,,DataField,as_relationship_sequence,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/data_docs/caida_as_relationships.html|raw/standards/rfc7908.txt,cleaned/data_docs/caida_as_relationships.md|cleaned/standards/rfc7908.md,caida_as_relationships_s001_full_002|caida_as_relationships_s001_full_001|caida_as_relationships_s001_full_003|caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_006|caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_009|caida_as_relationships_s001_full_010|caida_as_relationships_s001_full_011|caida_as_relationships_s001_full_012|caida_as_relationships_s001_full_013,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_asn,,,,,BGPConcept,ASN,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc4271.txt,cleaned/standards/rfc4271.md,context_2026_as_path_001|context_2026_paper_bear_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s021_2_002|rfc4271_s029_5_1_2_001|rfc4271_s029_5_1_2_002|rfc4271_s033_5_1_6_001|rfc4271_s034_5_1_7_001|rfc4271_s045_8_001|rfc4271_s064_9_1_2_2_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
paper_method_bear,,,,,PaperMethod,BEAR: BGP Event Analysis and Reporting,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/papers/bear_2025.pdf,cleaned/papers/bear_2025.md,bear_2025_s001_page_1_001|bear_2025_s002_page_2_001|bear_2025_s002_page_2_002|bear_2025_s002_page_2_003|bear_2025_s007_page_7_001|bear_2025_s009_page_9_001|bear_2025_s001_page_1_003|bear_2025_s003_page_3_002|bear_2025_s003_page_3_003|bear_2025_s005_page_5_001|bear_2025_s006_page_6_003|bear_2025_s008_page_8_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
mechanism_before_after_path_comparison,,,,,RoutingMechanism,Before-after AS path comparison,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/papers/bear_2025.pdf,cleaned/papers/bear_2025.md,bear_2025_s002_page_2_003|bear_2025_s004_page_4_003|bear_2025_s004_page_4_001|bear_2025_s002_page_2_002|bear_2025_s002_page_2_001|bear_2025_s006_page_6_002|bear_2025_s005_page_5_002|bear_2025_s004_page_4_002|bear_2025_s003_page_3_002|bear_2025_s003_page_3_004|bear_2025_s003_page_3_001|bear_2025_s007_page_7_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_bgp,,,,,BGPConcept,BGP,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc4271.txt,cleaned/standards/rfc4271.md,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s005_1_001|rfc4271_s009_3_001|rfc4271_s081_6_010|rfc4271_s009_3_002|rfc4271_s006_1_1_001|rfc4271_s006_1_1_002|rfc4271_s011_3_2_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_bgp_session,,,,,BGPConcept,BGP Session,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/data_docs/ripe_ris_docs.html|raw/standards/rfc4271.txt,cleaned/data_docs/ripe_ris_docs.md|cleaned/standards/rfc4271.md,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s045_8_001|rfc4271_s081_6_009|rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s011_3_2_001|rfc4271_s046_10_001|rfc4271_s047_8_1_1_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_bgp_speaker,,,,,BGPConcept,BGP Speaker,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc4271.txt,cleaned/standards/rfc4271.md,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s006_1_1_001|rfc4271_s006_1_1_002|rfc4271_s009_3_001|rfc4271_s011_3_2_001|rfc4271_s021_2_001|rfc4271_s030_5_1_3_001|rfc4271_s030_5_1_3_002,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_bgp_update,,,,,BGPConcept,BGP Update,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc4271.txt|raw/tools_docs/bgpstream_docs.html,cleaned/data_docs/bgpstream_docs.md|cleaned/standards/rfc4271.md,bgpstream_docs_s001_full_001|context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s011_3_2_001|rfc4271_s076_10_003|rfc4271_s081_6_007|rfc4271_s006_1_1_001|rfc4271_s006_1_1_002|rfc4271_s010_3_1_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
paper_method_bgpshield,,,,,PaperMethod,BGPShield,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/papers/bgpshield_2025.pdf,cleaned/papers/bgpshield_2025.md,bgpshield_2025_s001_page_1_001|bgpshield_2025_s001_page_1_003|bgpshield_2025_s003_page_3_001|bgpshield_2025_s003_page_3_002|bgpshield_2025_s003_page_3_003|bgpshield_2025_s004_page_4_003|bgpshield_2025_s008_page_8_003|bgpshield_2025_s010_page_10_001|bgpshield_2025_s012_page_12_001|bgpshield_2025_s013_page_13_002|bgpshield_2025_s013_page_13_003|bgpshield_2025_s014_page_14_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_bgpstream,,,,,BGPConcept,BGPStream,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/tools_docs/bgpstream_docs.html,cleaned/data_docs/bgpstream_docs.md,bgpstream_docs_s001_full_001|context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
datasource_bgpstream,,,,,DataSource,BGPStream,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/papers/bear_2025.pdf|raw/tools_docs/bgpstream_docs.html,cleaned/data_docs/bgpstream_docs.md|cleaned/papers/bear_2025.md,bear_2025_s004_page_4_001|bear_2025_s006_page_6_001|bear_2025_s010_page_10_004|bear_2025_s001_page_1_001|bear_2025_s001_page_1_002|bear_2025_s001_page_1_003|bear_2025_s002_page_2_001|bear_2025_s002_page_2_002|bear_2025_s002_page_2_003|bear_2025_s003_page_3_001|bear_2025_s003_page_3_002|bear_2025_s003_page_3_003,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
datasource_caida_as_relationships,,,,,DataSource,CAIDA AS Relationships,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/data_docs/caida_as_relationships.html,cleaned/data_docs/caida_as_relationships.md,caida_as_relationships_s001_full_013|caida_as_relationships_s001_full_001|caida_as_relationships_s001_full_011|caida_as_relationships_s001_full_012|caida_as_relationships_s001_full_015|caida_as_relationships_s001_full_002|caida_as_relationships_s001_full_003|caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_010|caida_as_relationships_s001_full_014|caida_as_relationships_s001_full_006,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
case_celerbridge_bgp_hijack,,,,,Case,CelerBridge BGP Hijack,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/papers/bgpshield_2025.pdf,cleaned/papers/bgpshield_2025.md,bgpshield_2025_s002_page_2_001|bgpshield_2025_s011_page_11_002|bgpshield_2025_s004_page_4_002|bgpshield_2025_s008_page_8_003|bgpshield_2025_s010_page_10_001|bgpshield_2025_s010_page_10_002|bgpshield_2025_s003_page_3_002|bgpshield_2025_s004_page_4_001|bgpshield_2025_s004_page_4_003|bgpshield_2025_s005_page_5_001|bgpshield_2025_s007_page_7_002|bgpshield_2025_s008_page_8_002,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
field_collector,,,,,DataField,collector,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/data_docs/ripe_ris_docs.html|raw/data_docs/routeviews_api_doc.html|raw/tools_docs/bgpstream_docs.html,cleaned/data_docs/bgpstream_docs.md|cleaned/data_docs/ripe_ris_docs.md|cleaned/data_docs/routeviews_api_doc.md,bgpstream_docs_s001_full_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_as_path_001|context_2026_paper_bear_001|context_2026_scope_001|ripe_ris_docs_s001_full_001|routeviews_api_doc_s001_full_020|routeviews_api_doc_s001_full_001|routeviews_api_doc_s001_full_002|routeviews_api_doc_s001_full_003|routeviews_api_doc_s001_full_004,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_customer_cone,,,,,BGPConcept,Customer Cone,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/data_docs/caida_as_relationships.html,cleaned/data_docs/caida_as_relationships.md,caida_as_relationships_s001_full_008|caida_as_relationships_s001_full_014|caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_009|caida_as_relationships_s001_full_010|caida_as_relationships_s001_full_011|caida_as_relationships_s001_full_013|caida_as_relationships_s001_full_015|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_006|caida_as_relationships_s001_full_012,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_ebgp,,,,,BGPConcept,eBGP,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc4271.txt,cleaned/standards/rfc4271.md,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s006_1_1_001|rfc4271_s009_3_003|rfc4271_s030_5_1_3_002|rfc4271_s031_5_1_4_001|rfc4271_s038_6_3_002|rfc4271_s045_8_001|rfc4271_s060_9_1_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
case_facebook_2021_outage,,,,,Case,Facebook 2021 Outage,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/cases/facebook_outage_cloudflare_2021.html|raw/cases/facebook_outage_meta_2021.html,cleaned/cases/facebook_outage_cloudflare_2021.md|cleaned/cases/facebook_outage_meta_2021.md,context_2026_as_path_001|context_2026_datasource_001|context_2026_paper_bear_001|context_2026_scope_001|context_2026_route_leak_001|facebook_outage_cloudflare_2021_s001_full_001|facebook_outage_cloudflare_2021_s001_full_007|facebook_outage_cloudflare_2021_s001_full_006|facebook_outage_cloudflare_2021_s001_full_008|facebook_outage_cloudflare_2021_s001_full_004|facebook_outage_cloudflare_2021_s001_full_005|facebook_outage_cloudflare_2021_s001_full_003,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_fib,,,,,BGPConcept,FIB,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc4271.txt,cleaned/standards/rfc4271.md,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s005_1_001|rfc4271_s009_3_001|rfc4271_s009_3_002|rfc4271_s011_3_2_001|rfc4271_s060_9_1_001|rfc4271_s006_1_1_002|rfc4271_s010_3_1_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_ibgp,,,,,BGPConcept,iBGP,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc4271.txt,cleaned/standards/rfc4271.md,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s006_1_1_002|rfc4271_s009_3_003|rfc4271_s061_9_1_1_001|rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s009_3_004|rfc4271_s011_3_2_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
case_indosat_route_leak,,,,,Case,Indosat Route Leak,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/cases/indosat_route_leak_2014.html,cleaned/cases/indosat_route_leak_2014.md,context_2026_route_leak_001|context_2026_datasource_001|context_2026_as_path_001|context_2026_paper_bear_001|context_2026_scope_001|indosat_route_leak_2014_s001_full_001|indosat_route_leak_2014_s001_full_002|indosat_route_leak_2014_s001_full_005|indosat_route_leak_2014_s001_full_003|indosat_route_leak_2014_s001_full_004|indosat_route_leak_2014_s001_full_006,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_irr,,,,,BGPConcept,IRR,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc2622.txt,cleaned/standards/rfc2622.md,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc2622_s014_1_002|rfc2622_s038_12_001|rfc2622_s038_12_002|rfc2622_s015_2_004|rfc2622_s014_1_001|rfc2622_s016_3_001|rfc2622_s016_3_002,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
paper_method_beam,,,,,PaperMethod,Learning with Semantics / BEAM,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/papers/beam_2024.pdf,cleaned/papers/beam_2024.md,beam_2024_s002_page_2_001|beam_2024_s015_page_15_003|beam_2024_s011_page_11_004|beam_2024_s001_page_1_001|beam_2024_s003_page_3_001|beam_2024_s003_page_3_003|beam_2024_s005_page_5_001|beam_2024_s015_page_15_002|beam_2024_s002_page_2_003|beam_2024_s004_page_4_002|beam_2024_s004_page_4_003|beam_2024_s005_page_5_002,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
fp_legitimate_moas,,,,,FalsePositivePattern,Legitimate MOAS,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc6811.txt,cleaned/standards/rfc6811.md,context_2026_route_leak_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_paper_bear_001|context_2026_scope_001|rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s001_1_003|rfc6811_s002_1_1_001|rfc6811_s003_2_001|rfc6811_s003_2_002|rfc6811_s003_2_003,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
anomaly_moas,,,,,AnomalyType,MOAS,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc6811.txt,cleaned/standards/rfc6811.md,context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|context_2026_datasource_001|context_2026_as_path_001|rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s003_2_001|rfc6811_s010_8_1_001|rfc6811_s001_1_003|rfc6811_s003_2_002|rfc6811_s005_3_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_moas,,,,,BGPConcept,MOAS,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc6811.txt,cleaned/standards/rfc6811.md,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s001_1_003|rfc6811_s002_1_1_001|rfc6811_s003_2_001|rfc6811_s003_2_002|rfc6811_s003_2_003,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_mrt,,,,,BGPConcept,MRT,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/data_docs/ripe_ris_docs.html|raw/tools_docs/bgpstream_docs.html,cleaned/data_docs/bgpstream_docs.md|cleaned/data_docs/ripe_ris_docs.md,bgpstream_docs_s001_full_001|context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|ripe_ris_docs_s001_full_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_origin_as,,,,,BGPConcept,Origin AS,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc4271.txt|raw/standards/rfc6811.txt,cleaned/standards/rfc4271.md|cleaned/standards/rfc6811.md,context_2026_as_path_001|context_2026_paper_bear_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s011_3_2_001|rfc4271_s045_8_001|rfc4271_s060_9_1_001|rfc4271_s076_10_003|rfc4271_s004_10_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
anomaly_origin_change,,,,,AnomalyType,Origin Change,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/papers/bgpshield_2025.pdf|raw/standards/rfc6811.txt,cleaned/papers/bgpshield_2025.md|cleaned/standards/rfc6811.md,bgpshield_2025_s010_page_10_002|bgpshield_2025_s004_page_4_002|bgpshield_2025_s010_page_10_001|bgpshield_2025_s004_page_4_003|bgpshield_2025_s007_page_7_001|bgpshield_2025_s008_page_8_001|bgpshield_2025_s009_page_9_003|bgpshield_2025_s001_page_1_003|bgpshield_2025_s003_page_3_004|bgpshield_2025_s009_page_9_002|bgpshield_2025_s012_page_12_003|bgpshield_2025_s013_page_13_002,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
field_origin_as,,,,,DataField,origin_as,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc4271.txt|raw/standards/rfc6811.txt,cleaned/standards/rfc4271.md|cleaned/standards/rfc6811.md,context_2026_as_path_001|context_2026_datasource_001|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s006_1_1_002|rfc4271_s010_3_1_001|rfc4271_s012_4_001|rfc4271_s013_4_1_001|rfc4271_s014_4_2_001|rfc4271_s014_4_2_002|rfc4271_s015_4_3_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
case_pakistan_youtube_2008,,,,,Case,Pakistan Telecom / YouTube Hijack,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/cases/youtube_hijack_google_2008.html,cleaned/cases/youtube_hijack_google_2008.md,context_2026_route_leak_001|context_2026_datasource_001|context_2026_scope_001|context_2026_as_path_001|context_2026_paper_bear_001|youtube_hijack_google_2008_s001_full_003|youtube_hijack_google_2008_s001_full_001|youtube_hijack_google_2008_s001_full_002,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
anomaly_path_hijack,,,,,AnomalyType,Path Hijack,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/papers/bgpshield_2025.pdf|raw/standards/rfc4271.txt,cleaned/papers/bgpshield_2025.md|cleaned/standards/rfc4271.md,bgpshield_2025_s010_page_10_002|bgpshield_2025_s002_page_2_001|bgpshield_2025_s007_page_7_002|bgpshield_2025_s001_page_1_003|bgpshield_2025_s003_page_3_002|bgpshield_2025_s004_page_4_002|bgpshield_2025_s004_page_4_003|bgpshield_2025_s012_page_12_003|bgpshield_2025_s005_page_5_001|bgpshield_2025_s008_page_8_001|bgpshield_2025_s001_page_1_001|bgpshield_2025_s004_page_4_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
anomaly_path_manipulation,,,,,AnomalyType,Path Manipulation,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/papers/bgpshield_2025.pdf|raw/standards/rfc4271.txt,cleaned/papers/bgpshield_2025.md|cleaned/standards/rfc4271.md,bgpshield_2025_s004_page_4_002|bgpshield_2025_s010_page_10_002|bgpshield_2025_s010_page_10_001|bgpshield_2025_s011_page_11_002|bgpshield_2025_s002_page_2_001|bgpshield_2025_s005_page_5_001|bgpshield_2025_s004_page_4_003|bgpshield_2025_s008_page_8_001|bgpshield_2025_s003_page_3_002|bgpshield_2025_s007_page_7_002|bgpshield_2025_s008_page_8_002|bgpshield_2025_s008_page_8_003,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
mechanism_path_vector,,,,,RoutingMechanism,Path-vector routing,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc4271.txt,cleaned/standards/rfc4271.md,context_2026_as_path_001|context_2026_route_leak_001|context_2026_datasource_001|context_2026_paper_bear_001|context_2026_scope_001|rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s026_4_002|rfc4271_s009_3_003|rfc4271_s010_3_1_001|rfc4271_s022_4_4_001|rfc4271_s031_5_1_4_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_peer,,,,,BGPConcept,Peer,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/data_docs/ripe_ris_docs.html|raw/data_docs/routeviews_api_doc.html,cleaned/data_docs/ripe_ris_docs.md|cleaned/data_docs/routeviews_api_doc.md,context_2026_datasource_001|context_2026_paper_bear_001|context_2026_as_path_001|context_2026_route_leak_001|context_2026_scope_001|ripe_ris_docs_s001_full_001|routeviews_api_doc_s001_full_011|routeviews_api_doc_s001_full_001|routeviews_api_doc_s001_full_003|routeviews_api_doc_s001_full_007|routeviews_api_doc_s001_full_008|routeviews_api_doc_s001_full_009,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
field_peer_asn,,,,,DataField,peer_asn,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/data_docs/ripe_ris_docs.html|raw/data_docs/routeviews_api_doc.html,cleaned/data_docs/ripe_ris_docs.md|cleaned/data_docs/routeviews_api_doc.md,context_2026_datasource_001|context_2026_as_path_001|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|ripe_ris_docs_s001_full_001|routeviews_api_doc_s001_full_007|routeviews_api_doc_s001_full_008|routeviews_api_doc_s001_full_010|routeviews_api_doc_s001_full_011|routeviews_api_doc_s001_full_016|routeviews_api_doc_s001_full_017,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
concept_prefix,,,,,BGPConcept,Prefix,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc4271.txt,cleaned/standards/rfc4271.md,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s076_10_003|rfc4271_s010_3_1_001|rfc4271_s011_3_2_001|rfc4271_s021_2_003|rfc4271_s045_8_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
field_prefix,,,,,DataField,prefix,02_ready_with_manual_note,ready_with_manual_note,../context.md|raw/standards/rfc4271.txt|raw/standards/rfc6811.txt,cleaned/standards/rfc4271.md|cleaned/standards/rfc6811.md,context_2026_datasource_001|context_2026_as_path_001|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s006_1_1_002|rfc4271_s010_3_1_001|rfc4271_s012_4_001|rfc4271_s013_4_1_001|rfc4271_s014_4_2_001|rfc4271_s014_4_2_002|rfc4271_s015_4_3_001,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。
