entity_id,review_decision,reviewer,reviewed_at,decision_note,session_id,within_session_order,entity_type,display_name,queue_status,review_status,review_batch,review_bucket,source_refs,cleaned_paths,parsed_paths,top_extract_ids,decision_instructions
paper_method_beam,,,,,review_session_008,1,PaperMethod,Learning with Semantics / BEAM,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,beam_2024|context_2026,cleaned/papers/beam_2024.md,parsed/papers/beam_2024.json,extract_paper_method_beam_01|extract_paper_method_beam_02|extract_paper_method_beam_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
fp_legitimate_moas,,,,,review_session_008,2,FalsePositivePattern,Legitimate MOAS,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc6811|context_2026,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_fp_legitimate_moas_01|extract_fp_legitimate_moas_02|extract_fp_legitimate_moas_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
anomaly_moas,,,,,review_session_008,3,AnomalyType,MOAS,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc6811|context_2026,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_anomaly_moas_01|extract_anomaly_moas_02|extract_anomaly_moas_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
concept_moas,,,,,review_session_008,4,BGPConcept,MOAS,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc6811|context_2026,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_concept_moas_01|extract_concept_moas_02|extract_concept_moas_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
concept_mrt,,,,,review_session_008,5,BGPConcept,MRT,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,ripe_ris_docs|bgpstream_docs|context_2026,cleaned/data_docs/bgpstream_docs.md|cleaned/data_docs/ripe_ris_docs.md,parsed/data_docs/bgpstream_docs.json|parsed/data_docs/ripe_ris_docs.json,extract_concept_mrt_01|extract_concept_mrt_02|extract_concept_mrt_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
concept_origin_as,,,,,review_session_008,6,BGPConcept,Origin AS,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc4271|rfc6811|context_2026,cleaned/standards/rfc4271.md|cleaned/standards/rfc6811.md,parsed/standards/rfc4271.json|parsed/standards/rfc6811.json,extract_concept_origin_as_01|extract_concept_origin_as_02|extract_concept_origin_as_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
anomaly_origin_change,,,,,review_session_008,7,AnomalyType,Origin Change,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc6811|bgpshield_2025|context_2026,cleaned/papers/bgpshield_2025.md|cleaned/standards/rfc6811.md,parsed/papers/bgpshield_2025.json|parsed/standards/rfc6811.json,extract_anomaly_origin_change_01|extract_anomaly_origin_change_02|extract_anomaly_origin_change_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
field_origin_as,,,,,review_session_008,8,DataField,origin_as,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc4271|rfc6811|context_2026,cleaned/standards/rfc4271.md|cleaned/standards/rfc6811.md,parsed/standards/rfc4271.json|parsed/standards/rfc6811.json,extract_field_origin_as_01|extract_field_origin_as_02|extract_field_origin_as_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
case_pakistan_youtube_2008,,,,,review_session_008,9,Case,Pakistan Telecom / YouTube Hijack,manual_followup,pending,02_ready_with_manual_note,ready_with_manual_note,youtube_hijack_google_2008|context_2026,cleaned/cases/youtube_hijack_google_2008.md,parsed/cases/youtube_hijack_google_2008.json,extract_case_pakistan_youtube_2008_01|extract_case_pakistan_youtube_2008_02|extract_case_pakistan_youtube_2008_03,该实体需要补充来源或人工说明；不要自动批准。
anomaly_path_hijack,,,,,review_session_008,10,AnomalyType,Path Hijack,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc4271|bgpshield_2025|context_2026,cleaned/papers/bgpshield_2025.md|cleaned/standards/rfc4271.md,parsed/papers/bgpshield_2025.json|parsed/standards/rfc4271.json,extract_anomaly_path_hijack_01|extract_anomaly_path_hijack_02|extract_anomaly_path_hijack_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
