entity_id,review_decision,reviewer,reviewed_at,decision_note,session_id,within_session_order,entity_type,display_name,queue_status,review_status,review_batch,review_bucket,source_refs,cleaned_paths,parsed_paths,top_extract_ids,decision_instructions
datasource_caida_as_relationships,,,,,review_session_007,1,DataSource,CAIDA AS Relationships,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,caida_as_relationships|context_2026,cleaned/data_docs/caida_as_relationships.md,parsed/data_docs/caida_as_relationships.json,extract_datasource_caida_as_relationships_01|extract_datasource_caida_as_relationships_02|extract_datasource_caida_as_relationships_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
case_celerbridge_bgp_hijack,,,,,review_session_007,2,Case,CelerBridge BGP Hijack,manual_followup,pending,02_ready_with_manual_note,ready_with_manual_note,bgpshield_2025|context_2026,cleaned/papers/bgpshield_2025.md,parsed/papers/bgpshield_2025.json,extract_case_celerbridge_bgp_hijack_01|extract_case_celerbridge_bgp_hijack_02|extract_case_celerbridge_bgp_hijack_03,该实体需要补充来源或人工说明；不要自动批准。
field_collector,,,,,review_session_007,3,DataField,collector,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,routeviews_api_doc|ripe_ris_docs|bgpstream_docs|context_2026,cleaned/data_docs/bgpstream_docs.md|cleaned/data_docs/ripe_ris_docs.md|cleaned/data_docs/routeviews_api_doc.md,parsed/data_docs/bgpstream_docs.json|parsed/data_docs/ripe_ris_docs.json|parsed/data_docs/routeviews_api_doc.json,extract_field_collector_01|extract_field_collector_02|extract_field_collector_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
concept_customer_cone,,,,,review_session_007,4,BGPConcept,Customer Cone,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,caida_as_relationships|context_2026,cleaned/data_docs/caida_as_relationships.md,parsed/data_docs/caida_as_relationships.json,extract_concept_customer_cone_01|extract_concept_customer_cone_02|extract_concept_customer_cone_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
concept_ebgp,,,,,review_session_007,5,BGPConcept,eBGP,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_concept_ebgp_01|extract_concept_ebgp_02|extract_concept_ebgp_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
case_facebook_2021_outage,,,,,review_session_007,6,Case,Facebook 2021 Outage,manual_followup,pending,02_ready_with_manual_note,ready_with_manual_note,facebook_outage_cloudflare_2021|facebook_outage_meta_2021|context_2026,cleaned/cases/facebook_outage_cloudflare_2021.md|cleaned/cases/facebook_outage_meta_2021.md,parsed/cases/facebook_outage_cloudflare_2021.json|parsed/cases/facebook_outage_meta_2021.json,extract_case_facebook_2021_outage_01|extract_case_facebook_2021_outage_02|extract_case_facebook_2021_outage_03,该实体需要补充来源或人工说明；不要自动批准。
concept_fib,,,,,review_session_007,7,BGPConcept,FIB,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_concept_fib_01|extract_concept_fib_02|extract_concept_fib_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
concept_ibgp,,,,,review_session_007,8,BGPConcept,iBGP,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_concept_ibgp_01|extract_concept_ibgp_02|extract_concept_ibgp_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
case_indosat_route_leak,,,,,review_session_007,9,Case,Indosat Route Leak,manual_followup,pending,02_ready_with_manual_note,ready_with_manual_note,indosat_route_leak_2014|context_2026,cleaned/cases/indosat_route_leak_2014.md,parsed/cases/indosat_route_leak_2014.json,extract_case_indosat_route_leak_01|extract_case_indosat_route_leak_02|extract_case_indosat_route_leak_03,该实体需要补充来源或人工说明；不要自动批准。
concept_irr,,,,,review_session_007,10,BGPConcept,IRR,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc2622|context_2026,cleaned/standards/rfc2622.md,parsed/standards/rfc2622.json,extract_concept_irr_01|extract_concept_irr_02|extract_concept_irr_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
