entity_id,review_decision,reviewer,reviewed_at,decision_note,session_id,within_session_order,entity_type,display_name,queue_status,review_status,review_batch,review_bucket,source_refs,cleaned_paths,parsed_paths,top_extract_ids,decision_instructions
evidence_prefix_outage,,,,,review_session_005,1,EvidenceTemplate,anomaly_prefix_outage,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_evidence_prefix_outage_01|extract_evidence_prefix_outage_02|extract_evidence_prefix_outage_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
evidence_route_leak,,,,,review_session_005,2,EvidenceTemplate,anomaly_route_leak,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc7908|rfc9234|beam_2024|context_2026,cleaned/papers/beam_2024.md|cleaned/standards/rfc7908.md|cleaned/standards/rfc9234.md,parsed/papers/beam_2024.json|parsed/standards/rfc7908.json|parsed/standards/rfc9234.json,extract_evidence_route_leak_01|extract_evidence_route_leak_02|extract_evidence_route_leak_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
evidence_subprefix_hijack,,,,,review_session_005,3,EvidenceTemplate,anomaly_subprefix_hijack,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc6811|context_2026,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_evidence_subprefix_hijack_01|extract_evidence_subprefix_hijack_02|extract_evidence_subprefix_hijack_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
concept_as,,,,,review_session_005,4,BGPConcept,AS,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_concept_as_01|extract_concept_as_02|extract_concept_as_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
concept_as_relationship,,,,,review_session_005,5,BGPConcept,AS Relationship,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,caida_as_relationships|rfc7908|context_2026,cleaned/data_docs/caida_as_relationships.md|cleaned/standards/rfc7908.md,parsed/data_docs/caida_as_relationships.json|parsed/standards/rfc7908.json,extract_concept_as_relationship_01|extract_concept_as_relationship_02|extract_concept_as_relationship_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
fp_as_relationship_error,,,,,review_session_005,6,FalsePositivePattern,AS relationship inference error,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,caida_as_relationships|rfc7908|context_2026,cleaned/data_docs/caida_as_relationships.md|cleaned/standards/rfc7908.md,parsed/data_docs/caida_as_relationships.json|parsed/standards/rfc7908.json,extract_fp_as_relationship_error_01|extract_fp_as_relationship_error_02|extract_fp_as_relationship_error_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
concept_as_path,,,,,review_session_005,7,BGPConcept,AS_PATH,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc4271|bear_2025|context_2026,cleaned/papers/bear_2025.md|cleaned/standards/rfc4271.md,parsed/papers/bear_2025.json|parsed/standards/rfc4271.json,extract_concept_as_path_01|extract_concept_as_path_02|extract_concept_as_path_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
field_as_path,,,,,review_session_005,8,DataField,as_path,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc4271|bear_2025|context_2026,cleaned/papers/bear_2025.md|cleaned/standards/rfc4271.md,parsed/papers/bear_2025.json|parsed/standards/rfc4271.json,extract_field_as_path_01|extract_field_as_path_02|extract_field_as_path_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
mechanism_as_path_prepending,,,,,review_session_005,9,RoutingMechanism,AS_PATH Prepending,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_mechanism_as_path_prepending_01|extract_mechanism_as_path_prepending_02|extract_mechanism_as_path_prepending_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
field_as_relationship_sequence,,,,,review_session_005,10,DataField,as_relationship_sequence,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc7908|caida_as_relationships|context_2026,cleaned/data_docs/caida_as_relationships.md|cleaned/standards/rfc7908.md,parsed/data_docs/caida_as_relationships.json|parsed/standards/rfc7908.json,extract_field_as_relationship_sequence_01|extract_field_as_relationship_sequence_02|extract_field_as_relationship_sequence_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
