entity_id,review_decision,reviewer,reviewed_at,decision_note,session_id,within_session_order,entity_type,display_name,queue_status,review_status,review_batch,review_bucket,source_refs,cleaned_paths,parsed_paths,top_extract_ids,decision_instructions
field_vrp_asn,,,,,review_session_004,1,DataField,vrp_asn,ready_to_apply,approved,01_ready_without_manual_note,ready_without_manual_note,rfc6811,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_field_vrp_asn_01|extract_field_vrp_asn_02|extract_field_vrp_asn_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
field_vrp_max_length,,,,,review_session_004,2,DataField,vrp_max_length,ready_to_apply,approved,01_ready_without_manual_note,ready_without_manual_note,rfc6811,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_field_vrp_max_length_01|extract_field_vrp_max_length_02|extract_field_vrp_max_length_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
field_vrp_prefix,,,,,review_session_004,3,DataField,vrp_prefix,ready_to_apply,approved,01_ready_without_manual_note,ready_without_manual_note,rfc6811,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_field_vrp_prefix_01|extract_field_vrp_prefix_02|extract_field_vrp_prefix_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
field_withdrawn_routes,,,,,review_session_004,4,DataField,withdrawn_routes,ready_to_apply,approved,01_ready_without_manual_note,ready_without_manual_note,rfc4271,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_field_withdrawn_routes_01|extract_field_withdrawn_routes_02|extract_field_withdrawn_routes_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
concept_announcement,,,,,review_session_004,5,BGPConcept,Announcement,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_concept_announcement_01|extract_concept_announcement_02|extract_concept_announcement_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
evidence_moas,,,,,review_session_004,6,EvidenceTemplate,anomaly_moas,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc6811|context_2026,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_evidence_moas_01|extract_evidence_moas_02|extract_evidence_moas_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
evidence_origin_change,,,,,review_session_004,7,EvidenceTemplate,anomaly_origin_change,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc6811|context_2026,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_evidence_origin_change_01|extract_evidence_origin_change_02|extract_evidence_origin_change_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
evidence_path_hijack,,,,,review_session_004,8,EvidenceTemplate,anomaly_path_hijack,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc4271|bgpshield_2025|context_2026,cleaned/papers/bgpshield_2025.md|cleaned/standards/rfc4271.md,parsed/papers/bgpshield_2025.json|parsed/standards/rfc4271.json,extract_evidence_path_hijack_01|extract_evidence_path_hijack_02|extract_evidence_path_hijack_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
evidence_path_manipulation,,,,,review_session_004,9,EvidenceTemplate,anomaly_path_manipulation,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc4271|bgpshield_2025|context_2026,cleaned/papers/bgpshield_2025.md|cleaned/standards/rfc4271.md,parsed/papers/bgpshield_2025.json|parsed/standards/rfc4271.json,extract_evidence_path_manipulation_01|extract_evidence_path_manipulation_02|extract_evidence_path_manipulation_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
evidence_prefix_hijack,,,,,review_session_004,10,EvidenceTemplate,anomaly_prefix_hijack,ready_to_apply,approved,02_ready_with_manual_note,ready_with_manual_note,rfc6811|bear_2025|context_2026,cleaned/papers/bear_2025.md|cleaned/standards/rfc6811.md,parsed/papers/bear_2025.json|parsed/standards/rfc6811.json,extract_evidence_prefix_hijack_01|extract_evidence_prefix_hijack_02|extract_evidence_prefix_hijack_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
