entity_id,review_decision,reviewer,reviewed_at,decision_note,session_id,within_session_order,entity_type,display_name,queue_status,review_status,review_batch,review_bucket,source_refs,cleaned_paths,parsed_paths,top_extract_ids,decision_instructions
field_aggregator,,,,,review_session_001,1,DataField,aggregator,ready_to_apply,approved,01_ready_without_manual_note,ready_without_manual_note,rfc4271,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_field_aggregator_01|extract_field_aggregator_02|extract_field_aggregator_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
datasource_aspa,,,,,review_session_001,2,DataSource,ASPA,ready_to_apply,approved,01_ready_without_manual_note,ready_without_manual_note,arin_aspa_doc|ripe_aspa_doc|rfc6480,cleaned/data_docs/arin_aspa_doc.md|cleaned/data_docs/ripe_aspa_doc.md|cleaned/standards/rfc6480.md,parsed/data_docs/arin_aspa_doc.json|parsed/data_docs/ripe_aspa_doc.json|parsed/standards/rfc6480.json,extract_datasource_aspa_01|extract_datasource_aspa_02|extract_datasource_aspa_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
mechanism_aspa_path_verification,,,,,review_session_001,3,RoutingMechanism,ASPA Path Verification,ready_to_apply,approved,01_ready_without_manual_note,ready_without_manual_note,arin_aspa_doc|ripe_aspa_doc,cleaned/data_docs/arin_aspa_doc.md|cleaned/data_docs/ripe_aspa_doc.md,parsed/data_docs/arin_aspa_doc.json|parsed/data_docs/ripe_aspa_doc.json,extract_mechanism_aspa_path_verification_01|extract_mechanism_aspa_path_verification_02|extract_mechanism_aspa_path_verification_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
field_asrank_rank,,,,,review_session_001,4,DataField,asrank_rank,ready_to_apply,approved,01_ready_without_manual_note,ready_without_manual_note,caida_asrank_api,cleaned/data_docs/caida_asrank_api.md,parsed/data_docs/caida_asrank_api.json,extract_field_asrank_rank_01|extract_field_asrank_rank_02|extract_field_asrank_rank_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
field_asrank_relationship,,,,,review_session_001,5,DataField,asrank_relationship,ready_to_apply,approved,01_ready_without_manual_note,ready_without_manual_note,caida_asrank_api|caida_as_relationships,cleaned/data_docs/caida_as_relationships.md|cleaned/data_docs/caida_asrank_api.md,parsed/data_docs/caida_as_relationships.json|parsed/data_docs/caida_asrank_api.json,extract_field_asrank_relationship_01|extract_field_asrank_relationship_02|extract_field_asrank_relationship_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
field_atomic_aggregate,,,,,review_session_001,6,DataField,atomic_aggregate,ready_to_apply,approved,01_ready_without_manual_note,ready_without_manual_note,rfc4271,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_field_atomic_aggregate_01|extract_field_atomic_aggregate_02|extract_field_atomic_aggregate_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
mechanism_bgp_decision_process,,,,,review_session_001,7,RoutingMechanism,BGP Decision Process,ready_to_apply,approved,01_ready_without_manual_note,ready_without_manual_note,rfc4271,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_mechanism_bgp_decision_process_01|extract_mechanism_bgp_decision_process_02|extract_mechanism_bgp_decision_process_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
mechanism_rib_model,,,,,review_session_001,8,RoutingMechanism,BGP RIB Model,ready_to_apply,approved,01_ready_without_manual_note,ready_without_manual_note,rfc4271|ripe_ris_raw_data|routeviews_archive_index,cleaned/data_docs/ripe_ris_raw_data.md|cleaned/data_docs/routeviews_archive_index.md|cleaned/standards/rfc4271.md,parsed/data_docs/ripe_ris_raw_data.json|parsed/data_docs/routeviews_archive_index.json|parsed/standards/rfc4271.json,extract_mechanism_rib_model_01|extract_mechanism_rib_model_02|extract_mechanism_rib_model_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
mechanism_route_leak_roles_otc,,,,,review_session_001,9,RoutingMechanism,BGP Roles and OTC Route Leak Prevention,ready_to_apply,approved,01_ready_without_manual_note,ready_without_manual_note,rfc9234,cleaned/standards/rfc9234.md,parsed/standards/rfc9234.json,extract_mechanism_route_leak_roles_otc_01|extract_mechanism_route_leak_roles_otc_02|extract_mechanism_route_leak_roles_otc_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
mechanism_update_withdrawal,,,,,review_session_001,10,RoutingMechanism,BGP Update and Withdrawal Propagation,ready_to_apply,approved,01_ready_without_manual_note,ready_without_manual_note,rfc4271|ripe_ris_raw_data|bgpstream_docs,cleaned/data_docs/bgpstream_docs.md|cleaned/data_docs/ripe_ris_raw_data.md|cleaned/standards/rfc4271.md,parsed/data_docs/bgpstream_docs.json|parsed/data_docs/ripe_ris_raw_data.json|parsed/standards/rfc4271.json,extract_mechanism_update_withdrawal_01|extract_mechanism_update_withdrawal_02|extract_mechanism_update_withdrawal_03,该实体已有人工 approved/rejected 决策；再次确认后再显式应用。
