evidence_id,entity_id,entity_type,entity_review_status,source_id,source_type,source_status,source_path,parsed_path,cleaned_path,chunk_count,chunk_sample_ids,case_observation_count,generated_by
concept_bgp_update__bgpstream_docs,concept_bgp_update,BGPConcept,approved,bgpstream_docs,tool_doc,complete_deterministic,raw/tools_docs/bgpstream_docs.html,parsed/data_docs/bgpstream_docs.json,cleaned/data_docs/bgpstream_docs.md,1,bgpstream_docs_s001_full_001,0,scripts/build_entity_source_evidence.py
concept_bgp_update__context_2026,concept_bgp_update,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_bgp_update__rfc4271,concept_bgp_update,BGPConcept,approved,rfc4271,standard,complete_deterministic,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,129,rfc4271_s011_3_2_001|rfc4271_s076_10_003|rfc4271_s081_6_007|rfc4271_s006_1_1_001|rfc4271_s006_1_1_002|rfc4271_s010_3_1_001|rfc4271_s014_4_2_001|rfc4271_s015_4_3_001|rfc4271_s015_4_3_002|rfc4271_s021_2_001|rfc4271_s021_2_002|rfc4271_s021_2_003|rfc4271_s024_6_001|rfc4271_s026_4_001|rfc4271_s026_4_002|rfc4271_s029_5_1_2_001|rfc4271_s029_5_1_2_002|rfc4271_s030_5_1_3_001|rfc4271_s032_5_1_5_001|rfc4271_s036_6_1_001,0,scripts/build_entity_source_evidence.py
concept_bgpstream__bgpstream_docs,concept_bgpstream,BGPConcept,approved,bgpstream_docs,tool_doc,complete_deterministic,raw/tools_docs/bgpstream_docs.html,parsed/data_docs/bgpstream_docs.json,cleaned/data_docs/bgpstream_docs.md,1,bgpstream_docs_s001_full_001,0,scripts/build_entity_source_evidence.py
concept_bgpstream__context_2026,concept_bgpstream,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_customer_cone__caida_as_relationships,concept_customer_cone,BGPConcept,approved,caida_as_relationships,data_doc,complete_deterministic,raw/data_docs/caida_as_relationships.html,parsed/data_docs/caida_as_relationships.json,cleaned/data_docs/caida_as_relationships.md,15,caida_as_relationships_s001_full_008|caida_as_relationships_s001_full_014|caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_009|caida_as_relationships_s001_full_010|caida_as_relationships_s001_full_011|caida_as_relationships_s001_full_013|caida_as_relationships_s001_full_015|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_006|caida_as_relationships_s001_full_012|caida_as_relationships_s001_full_001|caida_as_relationships_s001_full_002|caida_as_relationships_s001_full_003,0,scripts/build_entity_source_evidence.py
concept_customer_cone__context_2026,concept_customer_cone,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_ebgp__context_2026,concept_ebgp,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_ebgp__rfc4271,concept_ebgp,BGPConcept,approved,rfc4271,standard,complete_deterministic,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,129,rfc4271_s006_1_1_001|rfc4271_s009_3_003|rfc4271_s030_5_1_3_002|rfc4271_s031_5_1_4_001|rfc4271_s038_6_3_002|rfc4271_s045_8_001|rfc4271_s060_9_1_001|rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s011_3_2_001|rfc4271_s026_4_002|rfc4271_s029_5_1_2_001|rfc4271_s029_5_1_2_002|rfc4271_s030_5_1_3_001|rfc4271_s032_5_1_5_001|rfc4271_s048_8_1_2_001|rfc4271_s058_8_2_2_004|rfc4271_s058_8_2_2_007|rfc4271_s058_8_2_2_010|rfc4271_s061_9_1_1_001,0,scripts/build_entity_source_evidence.py
concept_fib__context_2026,concept_fib,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_fib__rfc4271,concept_fib,BGPConcept,approved,rfc4271,standard,complete_deterministic,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,129,rfc4271_s005_1_001|rfc4271_s009_3_001|rfc4271_s009_3_002|rfc4271_s011_3_2_001|rfc4271_s060_9_1_001|rfc4271_s006_1_1_002|rfc4271_s010_3_1_001|rfc4271_s011_3_2_002|rfc4271_s029_5_1_2_001|rfc4271_s061_9_1_1_001|rfc4271_s065_9_1_3_001|rfc4271_s066_9_1_4_001|rfc4271_s066_9_1_4_002|rfc4271_s076_10_003|rfc4271_s081_6_011|rfc4271_s006_1_1_001|rfc4271_s009_3_004|rfc4271_s015_4_3_001|rfc4271_s015_4_3_002|rfc4271_s015_4_3_003,0,scripts/build_entity_source_evidence.py
concept_ibgp__context_2026,concept_ibgp,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_ibgp__rfc4271,concept_ibgp,BGPConcept,approved,rfc4271,standard,complete_deterministic,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,129,rfc4271_s006_1_1_002|rfc4271_s009_3_003|rfc4271_s061_9_1_1_001|rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s009_3_004|rfc4271_s011_3_2_001|rfc4271_s021_2_001|rfc4271_s026_4_002|rfc4271_s029_5_1_2_001|rfc4271_s029_5_1_2_002|rfc4271_s030_5_1_3_001|rfc4271_s031_5_1_4_001|rfc4271_s032_5_1_5_001|rfc4271_s045_8_001|rfc4271_s058_8_2_2_004|rfc4271_s058_8_2_2_007|rfc4271_s058_8_2_2_010|rfc4271_s060_9_1_001|rfc4271_s064_9_1_2_2_001,0,scripts/build_entity_source_evidence.py
concept_irr__context_2026,concept_irr,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_irr__rfc2622,concept_irr,BGPConcept,approved,rfc2622,standard,complete_deterministic,raw/standards/rfc2622.txt,parsed/standards/rfc2622.json,cleaned/standards/rfc2622.md,82,rfc2622_s014_1_002|rfc2622_s038_12_001|rfc2622_s038_12_002|rfc2622_s015_2_004|rfc2622_s014_1_001|rfc2622_s016_3_001|rfc2622_s016_3_002|rfc2622_s016_3_003|rfc2622_s018_5_3_001|rfc2622_s023_6_3_001|rfc2622_s027_7_1_001|rfc2622_s027_7_1_002|rfc2622_s034_10_2_001|rfc2622_s035_10_3_001|rfc2622_s037_11_001|rfc2622_s038_12_003|rfc2622_s038_12_011|rfc2622_s038_12_012|rfc2622_s014_1_003|rfc2622_s015_2_001,0,scripts/build_entity_source_evidence.py
concept_moas__context_2026,concept_moas,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_moas__rfc6811,concept_moas,BGPConcept,approved,rfc6811,standard,complete_deterministic,raw/standards/rfc6811.txt,parsed/standards/rfc6811.json,cleaned/standards/rfc6811.md,15,rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s001_1_003|rfc6811_s002_1_1_001|rfc6811_s003_2_001|rfc6811_s003_2_002|rfc6811_s003_2_003|rfc6811_s004_2_1_001|rfc6811_s005_3_001|rfc6811_s006_4_001|rfc6811_s007_5_001|rfc6811_s008_6_001|rfc6811_s009_7_001|rfc6811_s010_8_1_001|rfc6811_s011_8_2_001,0,scripts/build_entity_source_evidence.py
concept_mrt__bgpstream_docs,concept_mrt,BGPConcept,approved,bgpstream_docs,tool_doc,complete_deterministic,raw/tools_docs/bgpstream_docs.html,parsed/data_docs/bgpstream_docs.json,cleaned/data_docs/bgpstream_docs.md,1,bgpstream_docs_s001_full_001,0,scripts/build_entity_source_evidence.py
concept_mrt__context_2026,concept_mrt,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_mrt__ripe_ris_docs,concept_mrt,BGPConcept,approved,ripe_ris_docs,data_doc,complete_deterministic,raw/data_docs/ripe_ris_docs.html,parsed/data_docs/ripe_ris_docs.json,cleaned/data_docs/ripe_ris_docs.md,1,ripe_ris_docs_s001_full_001,0,scripts/build_entity_source_evidence.py
concept_origin_as__context_2026,concept_origin_as,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_as_path_001|context_2026_paper_bear_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_origin_as__rfc4271,concept_origin_as,BGPConcept,approved,rfc4271,standard,complete_deterministic,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,129,rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s011_3_2_001|rfc4271_s045_8_001|rfc4271_s060_9_1_001|rfc4271_s076_10_003|rfc4271_s004_10_001|rfc4271_s006_1_1_001|rfc4271_s006_1_1_002|rfc4271_s008_2_001|rfc4271_s009_3_001|rfc4271_s009_3_003|rfc4271_s009_3_004|rfc4271_s010_3_1_001|rfc4271_s011_3_2_002|rfc4271_s012_4_001|rfc4271_s013_4_1_001|rfc4271_s014_4_2_001|rfc4271_s014_4_2_002|rfc4271_s015_4_3_001,0,scripts/build_entity_source_evidence.py
concept_origin_as__rfc6811,concept_origin_as,BGPConcept,approved,rfc6811,standard,complete_deterministic,raw/standards/rfc6811.txt,parsed/standards/rfc6811.json,cleaned/standards/rfc6811.md,15,rfc6811_s003_2_001|rfc6811_s003_2_002|rfc6811_s001_1_003|rfc6811_s004_2_1_001|rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s002_1_1_001|rfc6811_s003_2_003|rfc6811_s005_3_001|rfc6811_s006_4_001|rfc6811_s007_5_001|rfc6811_s008_6_001|rfc6811_s009_7_001|rfc6811_s010_8_1_001|rfc6811_s011_8_2_001,0,scripts/build_entity_source_evidence.py
concept_peer__context_2026,concept_peer,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_datasource_001|context_2026_paper_bear_001|context_2026_as_path_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_peer__ripe_ris_docs,concept_peer,BGPConcept,approved,ripe_ris_docs,data_doc,complete_deterministic,raw/data_docs/ripe_ris_docs.html,parsed/data_docs/ripe_ris_docs.json,cleaned/data_docs/ripe_ris_docs.md,1,ripe_ris_docs_s001_full_001,0,scripts/build_entity_source_evidence.py
concept_peer__routeviews_api_doc,concept_peer,BGPConcept,approved,routeviews_api_doc,data_doc,complete_deterministic,raw/data_docs/routeviews_api_doc.html,parsed/data_docs/routeviews_api_doc.json,cleaned/data_docs/routeviews_api_doc.md,27,routeviews_api_doc_s001_full_011|routeviews_api_doc_s001_full_001|routeviews_api_doc_s001_full_003|routeviews_api_doc_s001_full_007|routeviews_api_doc_s001_full_008|routeviews_api_doc_s001_full_009|routeviews_api_doc_s001_full_010|routeviews_api_doc_s001_full_012|routeviews_api_doc_s001_full_013|routeviews_api_doc_s001_full_014|routeviews_api_doc_s001_full_015|routeviews_api_doc_s001_full_016|routeviews_api_doc_s001_full_017|routeviews_api_doc_s001_full_018|routeviews_api_doc_s001_full_020|routeviews_api_doc_s001_full_021|routeviews_api_doc_s001_full_024|routeviews_api_doc_s001_full_025|routeviews_api_doc_s001_full_026|routeviews_api_doc_s001_full_027,0,scripts/build_entity_source_evidence.py
concept_prefix__context_2026,concept_prefix,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_prefix__rfc4271,concept_prefix,BGPConcept,approved,rfc4271,standard,complete_deterministic,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,129,rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s076_10_003|rfc4271_s010_3_1_001|rfc4271_s011_3_2_001|rfc4271_s021_2_003|rfc4271_s045_8_001|rfc4271_s060_9_1_001|rfc4271_s066_9_1_4_001|rfc4271_s059_9_001|rfc4271_s004_10_001|rfc4271_s006_1_1_001|rfc4271_s006_1_1_002|rfc4271_s008_2_001|rfc4271_s009_3_001|rfc4271_s009_3_003|rfc4271_s009_3_004|rfc4271_s011_3_2_002|rfc4271_s012_4_001|rfc4271_s013_4_1_001,0,scripts/build_entity_source_evidence.py
concept_rib__bgpstream_docs,concept_rib,BGPConcept,approved,bgpstream_docs,tool_doc,complete_deterministic,raw/tools_docs/bgpstream_docs.html,parsed/data_docs/bgpstream_docs.json,cleaned/data_docs/bgpstream_docs.md,1,bgpstream_docs_s001_full_001,0,scripts/build_entity_source_evidence.py
concept_rib__context_2026,concept_rib,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_datasource_001|context_2026_as_path_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_rib__rfc4271,concept_rib,BGPConcept,approved,rfc4271,standard,complete_deterministic,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,129,rfc4271_s011_3_2_001|rfc4271_s006_1_1_002|rfc4271_s010_3_1_001|rfc4271_s060_9_1_001|rfc4271_s005_1_001|rfc4271_s009_3_001|rfc4271_s029_5_1_2_001|rfc4271_s061_9_1_1_001|rfc4271_s066_9_1_4_001|rfc4271_s076_10_003|rfc4271_s006_1_1_001|rfc4271_s009_3_002|rfc4271_s015_4_3_001|rfc4271_s015_4_3_002|rfc4271_s015_4_3_003|rfc4271_s016_5_001|rfc4271_s019_2_001|rfc4271_s021_2_001|rfc4271_s021_2_002|rfc4271_s021_2_003,0,scripts/build_entity_source_evidence.py
concept_rib__routeviews_api_doc,concept_rib,BGPConcept,approved,routeviews_api_doc,data_doc,complete_deterministic,raw/data_docs/routeviews_api_doc.html,parsed/data_docs/routeviews_api_doc.json,cleaned/data_docs/routeviews_api_doc.md,27,routeviews_api_doc_s001_full_005|routeviews_api_doc_s001_full_011|routeviews_api_doc_s001_full_004|routeviews_api_doc_s001_full_001|routeviews_api_doc_s001_full_002|routeviews_api_doc_s001_full_009|routeviews_api_doc_s001_full_013|routeviews_api_doc_s001_full_003|routeviews_api_doc_s001_full_006|routeviews_api_doc_s001_full_008|routeviews_api_doc_s001_full_010|routeviews_api_doc_s001_full_012|routeviews_api_doc_s001_full_014|routeviews_api_doc_s001_full_015|routeviews_api_doc_s001_full_016|routeviews_api_doc_s001_full_017|routeviews_api_doc_s001_full_018|routeviews_api_doc_s001_full_026|routeviews_api_doc_s001_full_007|routeviews_api_doc_s001_full_019,0,scripts/build_entity_source_evidence.py
concept_ripe_ris__context_2026,concept_ripe_ris,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_ripe_ris__ripe_ris_docs,concept_ripe_ris,BGPConcept,approved,ripe_ris_docs,data_doc,complete_deterministic,raw/data_docs/ripe_ris_docs.html,parsed/data_docs/ripe_ris_docs.json,cleaned/data_docs/ripe_ris_docs.md,1,ripe_ris_docs_s001_full_001,0,scripts/build_entity_source_evidence.py
concept_roa__context_2026,concept_roa,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_roa__rfc6811,concept_roa,BGPConcept,approved,rfc6811,standard,complete_deterministic,raw/standards/rfc6811.txt,parsed/standards/rfc6811.json,cleaned/standards/rfc6811.md,15,rfc6811_s001_1_002|rfc6811_s010_8_1_001|rfc6811_s001_1_001|rfc6811_s003_2_001|rfc6811_s001_1_003|rfc6811_s002_1_1_001|rfc6811_s003_2_002|rfc6811_s003_2_003|rfc6811_s004_2_1_001|rfc6811_s005_3_001|rfc6811_s006_4_001|rfc6811_s007_5_001|rfc6811_s008_6_001|rfc6811_s009_7_001|rfc6811_s011_8_2_001,0,scripts/build_entity_source_evidence.py
concept_route_collector__context_2026,concept_route_collector,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_datasource_001|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_as_path_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_route_collector__ripe_ris_docs,concept_route_collector,BGPConcept,approved,ripe_ris_docs,data_doc,complete_deterministic,raw/data_docs/ripe_ris_docs.html,parsed/data_docs/ripe_ris_docs.json,cleaned/data_docs/ripe_ris_docs.md,1,ripe_ris_docs_s001_full_001,0,scripts/build_entity_source_evidence.py
concept_route_collector__routeviews_api_doc,concept_route_collector,BGPConcept,approved,routeviews_api_doc,data_doc,complete_deterministic,raw/data_docs/routeviews_api_doc.html,parsed/data_docs/routeviews_api_doc.json,cleaned/data_docs/routeviews_api_doc.md,27,routeviews_api_doc_s001_full_001|routeviews_api_doc_s001_full_002|routeviews_api_doc_s001_full_003|routeviews_api_doc_s001_full_004|routeviews_api_doc_s001_full_005|routeviews_api_doc_s001_full_007|routeviews_api_doc_s001_full_008|routeviews_api_doc_s001_full_009|routeviews_api_doc_s001_full_010|routeviews_api_doc_s001_full_011|routeviews_api_doc_s001_full_017|routeviews_api_doc_s001_full_018|routeviews_api_doc_s001_full_020|routeviews_api_doc_s001_full_021|routeviews_api_doc_s001_full_022|routeviews_api_doc_s001_full_023|routeviews_api_doc_s001_full_024|routeviews_api_doc_s001_full_026|routeviews_api_doc_s001_full_027|routeviews_api_doc_s001_full_006,0,scripts/build_entity_source_evidence.py
concept_routeviews__context_2026,concept_routeviews,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_routeviews__routeviews_api_doc,concept_routeviews,BGPConcept,approved,routeviews_api_doc,data_doc,complete_deterministic,raw/data_docs/routeviews_api_doc.html,parsed/data_docs/routeviews_api_doc.json,cleaned/data_docs/routeviews_api_doc.md,27,routeviews_api_doc_s001_full_018|routeviews_api_doc_s001_full_003|routeviews_api_doc_s001_full_001|routeviews_api_doc_s001_full_002|routeviews_api_doc_s001_full_004|routeviews_api_doc_s001_full_005|routeviews_api_doc_s001_full_006|routeviews_api_doc_s001_full_007|routeviews_api_doc_s001_full_008|routeviews_api_doc_s001_full_009|routeviews_api_doc_s001_full_010|routeviews_api_doc_s001_full_011|routeviews_api_doc_s001_full_013|routeviews_api_doc_s001_full_014|routeviews_api_doc_s001_full_015|routeviews_api_doc_s001_full_016|routeviews_api_doc_s001_full_017|routeviews_api_doc_s001_full_019|routeviews_api_doc_s001_full_020|routeviews_api_doc_s001_full_021,0,scripts/build_entity_source_evidence.py
concept_rov__context_2026,concept_rov,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_rov__rfc6811,concept_rov,BGPConcept,approved,rfc6811,standard,complete_deterministic,raw/standards/rfc6811.txt,parsed/standards/rfc6811.json,cleaned/standards/rfc6811.md,15,rfc6811_s001_1_003|rfc6811_s003_2_002|rfc6811_s005_3_001|rfc6811_s008_6_001|rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s003_2_001|rfc6811_s003_2_003|rfc6811_s004_2_1_001|rfc6811_s006_4_001|rfc6811_s007_5_001|rfc6811_s010_8_1_001|rfc6811_s011_8_2_001|rfc6811_s002_1_1_001|rfc6811_s009_7_001,0,scripts/build_entity_source_evidence.py
concept_rpki__context_2026,concept_rpki,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_rpki__rfc6811,concept_rpki,BGPConcept,approved,rfc6811,standard,complete_deterministic,raw/standards/rfc6811.txt,parsed/standards/rfc6811.json,cleaned/standards/rfc6811.md,15,rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s011_8_2_001|rfc6811_s001_1_003|rfc6811_s002_1_1_001|rfc6811_s006_4_001|rfc6811_s008_6_001|rfc6811_s009_7_001|rfc6811_s010_8_1_001|rfc6811_s003_2_001|rfc6811_s003_2_002|rfc6811_s003_2_003|rfc6811_s004_2_1_001|rfc6811_s005_3_001|rfc6811_s007_5_001,0,scripts/build_entity_source_evidence.py
concept_valley_free__caida_as_relationships,concept_valley_free,BGPConcept,approved,caida_as_relationships,data_doc,complete_deterministic,raw/data_docs/caida_as_relationships.html,parsed/data_docs/caida_as_relationships.json,cleaned/data_docs/caida_as_relationships.md,15,caida_as_relationships_s001_full_014|caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_006|caida_as_relationships_s001_full_012|caida_as_relationships_s001_full_001|caida_as_relationships_s001_full_002|caida_as_relationships_s001_full_003|caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_008|caida_as_relationships_s001_full_009|caida_as_relationships_s001_full_010|caida_as_relationships_s001_full_011|caida_as_relationships_s001_full_013|caida_as_relationships_s001_full_015,0,scripts/build_entity_source_evidence.py
concept_valley_free__context_2026,concept_valley_free,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_route_leak_001|context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_valley_free__rfc7908,concept_valley_free,BGPConcept,approved,rfc7908,standard,complete_deterministic,raw/standards/rfc7908.txt,parsed/standards/rfc7908.json,cleaned/standards/rfc7908.md,15,rfc7908_s005_2_001|rfc7908_s015_6_001|rfc7908_s003_6_001|rfc7908_s004_1_001|rfc7908_s006_3_001|rfc7908_s007_3_1_001|rfc7908_s008_3_2_001|rfc7908_s009_3_3_001|rfc7908_s010_3_4_001|rfc7908_s011_3_5_001|rfc7908_s012_3_6_001|rfc7908_s013_4_001|rfc7908_s016_2012_001|rfc7908_s017_2013_001|rfc7908_s017_2013_002,0,scripts/build_entity_source_evidence.py
concept_vantage_point__context_2026,concept_vantage_point,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_vantage_point__ripe_ris_docs,concept_vantage_point,BGPConcept,approved,ripe_ris_docs,data_doc,complete_deterministic,raw/data_docs/ripe_ris_docs.html,parsed/data_docs/ripe_ris_docs.json,cleaned/data_docs/ripe_ris_docs.md,1,ripe_ris_docs_s001_full_001,0,scripts/build_entity_source_evidence.py
concept_whois_rdap__context_2026,concept_whois_rdap,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_whois_rdap__rfc3912,concept_whois_rdap,BGPConcept,approved,rfc3912,standard,complete_deterministic,raw/standards/rfc3912.txt,parsed/standards/rfc3912.json,cleaned/standards/rfc3912.md,7,rfc3912_s001_1_001|rfc3912_s002_2_001|rfc3912_s003_3_001|rfc3912_s004_4_001|rfc3912_s005_5_001|rfc3912_s008_21355_001|rfc3912_s008_21355_002,0,scripts/build_entity_source_evidence.py
concept_whois_rdap__rfc9082,concept_whois_rdap,BGPConcept,approved,rfc9082,standard,complete_deterministic,raw/standards/rfc9082.txt,parsed/standards/rfc9082.json,cleaned/standards/rfc9082.md,32,rfc9082_s002_1_001|rfc9082_s019_4_2_001|rfc9082_s027_9_2_001|rfc9082_s002_1_002|rfc9082_s004_2_1_001|rfc9082_s005_3_001|rfc9082_s006_3_1_001|rfc9082_s007_3_1_1_001|rfc9082_s008_3_1_2_001|rfc9082_s009_3_1_3_001|rfc9082_s009_3_1_3_002|rfc9082_s010_3_1_4_001|rfc9082_s011_3_1_5_001|rfc9082_s012_3_1_6_001|rfc9082_s013_3_2_001|rfc9082_s014_3_2_1_001|rfc9082_s015_3_2_2_001|rfc9082_s016_3_2_3_001|rfc9082_s020_5_001|rfc9082_s021_6_001,0,scripts/build_entity_source_evidence.py
concept_whois_rdap__rfc9083,concept_whois_rdap,BGPConcept,approved,rfc9083,standard,complete_deterministic,raw/standards/rfc9083.txt,parsed/standards/rfc9083.json,cleaned/standards/rfc9083.md,78,rfc9083_s020_5_1_004|rfc9083_s021_5_2_001|rfc9083_s022_5_3_007|rfc9083_s052_14_2_008|rfc9083_s053_7483_001|rfc9083_s003_1_1_001|rfc9083_s009_4_1_001|rfc9083_s010_4_2_001|rfc9083_s011_4_3_001|rfc9083_s013_4_5_001|rfc9083_s015_4_7_001|rfc9083_s017_4_9_001|rfc9083_s018_4_10_001|rfc9083_s019_5_001|rfc9083_s020_5_1_001|rfc9083_s020_5_1_002|rfc9083_s022_5_3_003|rfc9083_s022_5_3_004|rfc9083_s022_5_3_006|rfc9083_s022_5_3_008,0,scripts/build_entity_source_evidence.py
concept_withdrawal__context_2026,concept_withdrawal,BGPConcept,approved,context_2026,manual_note,manual_note,../context.md,,,5,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,0,scripts/build_entity_source_evidence.py
concept_withdrawal__rfc4271,concept_withdrawal,BGPConcept,approved,rfc4271,standard,complete_deterministic,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,129,rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s011_3_2_001|rfc4271_s045_8_001|rfc4271_s060_9_1_001|rfc4271_s069_9_2_1_1_001|rfc4271_s076_10_003|rfc4271_s004_10_001|rfc4271_s006_1_1_001|rfc4271_s006_1_1_002|rfc4271_s008_2_001|rfc4271_s009_3_001|rfc4271_s009_3_003|rfc4271_s009_3_004|rfc4271_s010_3_1_001|rfc4271_s011_3_2_002|rfc4271_s012_4_001|rfc4271_s013_4_1_001|rfc4271_s014_4_2_001|rfc4271_s014_4_2_002,0,scripts/build_entity_source_evidence.py
