packet_id,review_order,entity_id,entity_type,display_name,review_status,review_bucket,source_ref_count,non_manual_source_count,manual_note_source_count,evidence_record_count,total_chunk_count,case_observation_count,source_refs,source_paths,parsed_paths,cleaned_paths,chunk_sample_ids,review_checklist,suggested_action,generated_by
packet_mechanism_valley_free,70,mechanism_valley_free,RoutingMechanism,Valley-free Routing,approved,ready_with_manual_note,4,3,1,4,97,0,rfc7908|caida_as_relationships|beam_2024|context_2026,../context.md|raw/data_docs/caida_as_relationships.html|raw/papers/beam_2024.pdf|raw/standards/rfc7908.txt,parsed/data_docs/caida_as_relationships.json|parsed/papers/beam_2024.json|parsed/standards/rfc7908.json,cleaned/data_docs/caida_as_relationships.md|cleaned/papers/beam_2024.md|cleaned/standards/rfc7908.md,beam_2024_s004_page_4_002|beam_2024_s011_page_11_003|beam_2024_s013_page_13_004|beam_2024_s004_page_4_001|beam_2024_s003_page_3_002|beam_2024_s012_page_12_003|beam_2024_s002_page_2_002|beam_2024_s013_page_13_001|beam_2024_s003_page_3_001|beam_2024_s004_page_4_003|beam_2024_s005_page_5_001|beam_2024_s005_page_5_002|beam_2024_s005_page_5_003|beam_2024_s017_page_17_001|beam_2024_s004_page_4_004|beam_2024_s005_page_5_004|beam_2024_s006_page_6_001|beam_2024_s006_page_6_002|beam_2024_s006_page_6_003|beam_2024_s006_page_6_004|caida_as_relationships_s001_full_014|caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_012|caida_as_relationships_s001_full_013|caida_as_relationships_s001_full_003|caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_006|caida_as_relationships_s001_full_010|caida_as_relationships_s001_full_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_field_as_path,71,field_as_path,DataField,as_path,approved,ready_with_manual_note,3,2,1,3,167,0,rfc4271|bear_2025|context_2026,../context.md|raw/papers/bear_2025.pdf|raw/standards/rfc4271.txt,parsed/papers/bear_2025.json|parsed/standards/rfc4271.json,cleaned/papers/bear_2025.md|cleaned/standards/rfc4271.md,bear_2025_s002_page_2_002|bear_2025_s002_page_2_003|bear_2025_s003_page_3_001|bear_2025_s003_page_3_002|bear_2025_s004_page_4_001|bear_2025_s004_page_4_002|bear_2025_s004_page_4_003|bear_2025_s005_page_5_001|bear_2025_s005_page_5_002|bear_2025_s006_page_6_001|bear_2025_s006_page_6_002|bear_2025_s001_page_1_001|bear_2025_s001_page_1_002|bear_2025_s001_page_1_003|bear_2025_s002_page_2_001|bear_2025_s003_page_3_003|bear_2025_s003_page_3_004|bear_2025_s005_page_5_003|bear_2025_s006_page_6_003|bear_2025_s007_page_7_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_paper_bear_001|context_2026_scope_001|rfc4271_s019_2_001|rfc4271_s024_6_001|rfc4271_s026_4_002|rfc4271_s029_5_1_2_002|rfc4271_s038_6_3_002,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_field_as_relationship_sequence,72,field_as_relationship_sequence,DataField,as_relationship_sequence,approved,ready_with_manual_note,3,2,1,3,35,0,rfc7908|caida_as_relationships|context_2026,../context.md|raw/data_docs/caida_as_relationships.html|raw/standards/rfc7908.txt,parsed/data_docs/caida_as_relationships.json|parsed/standards/rfc7908.json,cleaned/data_docs/caida_as_relationships.md|cleaned/standards/rfc7908.md,caida_as_relationships_s001_full_002|caida_as_relationships_s001_full_001|caida_as_relationships_s001_full_003|caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_006|caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_009|caida_as_relationships_s001_full_010|caida_as_relationships_s001_full_011|caida_as_relationships_s001_full_012|caida_as_relationships_s001_full_013|caida_as_relationships_s001_full_014|caida_as_relationships_s001_full_015|caida_as_relationships_s001_full_008|context_2026_route_leak_001|context_2026_datasource_001|context_2026_scope_001|context_2026_as_path_001|context_2026_paper_bear_001|rfc7908_s005_2_001|rfc7908_s008_3_2_001|rfc7908_s013_4_001|rfc7908_s017_2013_001|rfc7908_s003_6_001|rfc7908_s004_1_001|rfc7908_s006_3_001|rfc7908_s007_3_1_001|rfc7908_s009_3_3_001|rfc7908_s010_3_4_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_field_collector,73,field_collector,DataField,collector,approved,ready_with_manual_note,4,3,1,4,34,0,routeviews_api_doc|ripe_ris_docs|bgpstream_docs|context_2026,../context.md|raw/data_docs/ripe_ris_docs.html|raw/data_docs/routeviews_api_doc.html|raw/tools_docs/bgpstream_docs.html,parsed/data_docs/bgpstream_docs.json|parsed/data_docs/ripe_ris_docs.json|parsed/data_docs/routeviews_api_doc.json,cleaned/data_docs/bgpstream_docs.md|cleaned/data_docs/ripe_ris_docs.md|cleaned/data_docs/routeviews_api_doc.md,bgpstream_docs_s001_full_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_as_path_001|context_2026_paper_bear_001|context_2026_scope_001|ripe_ris_docs_s001_full_001|routeviews_api_doc_s001_full_020|routeviews_api_doc_s001_full_001|routeviews_api_doc_s001_full_002|routeviews_api_doc_s001_full_003|routeviews_api_doc_s001_full_004|routeviews_api_doc_s001_full_005|routeviews_api_doc_s001_full_007|routeviews_api_doc_s001_full_008|routeviews_api_doc_s001_full_009|routeviews_api_doc_s001_full_010|routeviews_api_doc_s001_full_011|routeviews_api_doc_s001_full_012|routeviews_api_doc_s001_full_016|routeviews_api_doc_s001_full_017|routeviews_api_doc_s001_full_018|routeviews_api_doc_s001_full_021|routeviews_api_doc_s001_full_022|routeviews_api_doc_s001_full_023|routeviews_api_doc_s001_full_024|routeviews_api_doc_s001_full_026,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_field_origin_as,74,field_origin_as,DataField,origin_as,approved,ready_with_manual_note,3,2,1,3,149,0,rfc4271|rfc6811|context_2026,../context.md|raw/standards/rfc4271.txt|raw/standards/rfc6811.txt,parsed/standards/rfc4271.json|parsed/standards/rfc6811.json,cleaned/standards/rfc4271.md|cleaned/standards/rfc6811.md,context_2026_as_path_001|context_2026_datasource_001|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s006_1_1_002|rfc4271_s010_3_1_001|rfc4271_s012_4_001|rfc4271_s013_4_1_001|rfc4271_s014_4_2_001|rfc4271_s014_4_2_002|rfc4271_s015_4_3_001|rfc4271_s015_4_3_002|rfc4271_s015_4_3_003|rfc4271_s019_2_001|rfc4271_s021_2_001|rfc4271_s021_2_002|rfc4271_s021_2_003|rfc4271_s023_4_5_001|rfc4271_s024_6_001|rfc4271_s026_4_002|rfc4271_s029_5_1_2_002|rfc4271_s035_6_001|rfc4271_s036_6_1_001|rfc4271_s037_6_2_001|rfc6811_s001_1_003|rfc6811_s003_2_001|rfc6811_s003_2_002|rfc6811_s004_2_1_001|rfc6811_s001_1_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_field_peer_asn,75,field_peer_asn,DataField,peer_asn,approved,ready_with_manual_note,3,2,1,3,33,0,routeviews_api_doc|ripe_ris_docs|context_2026,../context.md|raw/data_docs/ripe_ris_docs.html|raw/data_docs/routeviews_api_doc.html,parsed/data_docs/ripe_ris_docs.json|parsed/data_docs/routeviews_api_doc.json,cleaned/data_docs/ripe_ris_docs.md|cleaned/data_docs/routeviews_api_doc.md,context_2026_datasource_001|context_2026_as_path_001|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|ripe_ris_docs_s001_full_001|routeviews_api_doc_s001_full_007|routeviews_api_doc_s001_full_008|routeviews_api_doc_s001_full_010|routeviews_api_doc_s001_full_011|routeviews_api_doc_s001_full_016|routeviews_api_doc_s001_full_017|routeviews_api_doc_s001_full_018|routeviews_api_doc_s001_full_020|routeviews_api_doc_s001_full_001|routeviews_api_doc_s001_full_009|routeviews_api_doc_s001_full_012|routeviews_api_doc_s001_full_013|routeviews_api_doc_s001_full_014|routeviews_api_doc_s001_full_015|routeviews_api_doc_s001_full_024|routeviews_api_doc_s001_full_025|routeviews_api_doc_s001_full_003|routeviews_api_doc_s001_full_005|routeviews_api_doc_s001_full_006|routeviews_api_doc_s001_full_019,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_field_prefix,76,field_prefix,DataField,prefix,approved,ready_with_manual_note,3,2,1,3,149,0,rfc4271|rfc6811|context_2026,../context.md|raw/standards/rfc4271.txt|raw/standards/rfc6811.txt,parsed/standards/rfc4271.json|parsed/standards/rfc6811.json,cleaned/standards/rfc4271.md|cleaned/standards/rfc6811.md,context_2026_datasource_001|context_2026_as_path_001|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s006_1_1_002|rfc4271_s010_3_1_001|rfc4271_s012_4_001|rfc4271_s013_4_1_001|rfc4271_s014_4_2_001|rfc4271_s014_4_2_002|rfc4271_s015_4_3_001|rfc4271_s015_4_3_002|rfc4271_s015_4_3_003|rfc4271_s019_2_001|rfc4271_s021_2_001|rfc4271_s021_2_002|rfc4271_s021_2_003|rfc4271_s023_4_5_001|rfc4271_s024_6_001|rfc4271_s026_4_002|rfc4271_s029_5_1_2_002|rfc4271_s035_6_001|rfc4271_s036_6_1_001|rfc4271_s037_6_2_001|rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s001_1_003|rfc6811_s002_1_1_001|rfc6811_s003_2_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_field_roa_status,77,field_roa_status,DataField,roa_status,approved,ready_with_manual_note,2,1,1,2,20,0,rfc6811|context_2026,../context.md|raw/standards/rfc6811.txt,parsed/standards/rfc6811.json,cleaned/standards/rfc6811.md,context_2026_datasource_001|context_2026_as_path_001|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s003_2_001|rfc6811_s010_8_1_001|rfc6811_s001_1_003|rfc6811_s002_1_1_001|rfc6811_s003_2_002|rfc6811_s003_2_003|rfc6811_s004_2_1_001|rfc6811_s005_3_001|rfc6811_s006_4_001|rfc6811_s007_5_001|rfc6811_s008_6_001|rfc6811_s009_7_001|rfc6811_s011_8_2_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_field_timestamp,78,field_timestamp,DataField,timestamp,approved,ready_with_manual_note,2,1,1,2,6,0,bgpstream_docs|context_2026,../context.md|raw/tools_docs/bgpstream_docs.html,parsed/data_docs/bgpstream_docs.json,cleaned/data_docs/bgpstream_docs.md,bgpstream_docs_s001_full_001|context_2026_datasource_001|context_2026_as_path_001|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_field_update_type,79,field_update_type,DataField,update_type,approved,ready_with_manual_note,2,1,1,2,134,0,rfc4271|context_2026,../context.md|raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,context_2026_datasource_001|context_2026_paper_bear_001|context_2026_as_path_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s013_4_1_001|rfc4271_s014_4_2_002|rfc4271_s015_4_3_002|rfc4271_s015_4_3_003|rfc4271_s019_2_001|rfc4271_s021_2_001|rfc4271_s023_4_5_001|rfc4271_s024_6_001|rfc4271_s026_4_002|rfc4271_s029_5_1_2_002|rfc4271_s036_6_1_001|rfc4271_s038_6_3_001|rfc4271_s038_6_3_002|rfc4271_s038_6_3_003|rfc4271_s059_9_001|rfc4271_s076_10_003|rfc4271_s081_6_009|rfc4271_s006_1_1_002|rfc4271_s010_3_1_001|rfc4271_s012_4_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_datasource_bgpstream,80,datasource_bgpstream,DataSource,BGPStream,approved,ready_with_manual_note,3,2,1,3,39,0,bgpstream_docs|bear_2025|context_2026,../context.md|raw/papers/bear_2025.pdf|raw/tools_docs/bgpstream_docs.html,parsed/data_docs/bgpstream_docs.json|parsed/papers/bear_2025.json,cleaned/data_docs/bgpstream_docs.md|cleaned/papers/bear_2025.md,bear_2025_s004_page_4_001|bear_2025_s006_page_6_001|bear_2025_s010_page_10_004|bear_2025_s001_page_1_001|bear_2025_s001_page_1_002|bear_2025_s001_page_1_003|bear_2025_s002_page_2_001|bear_2025_s002_page_2_002|bear_2025_s002_page_2_003|bear_2025_s003_page_3_001|bear_2025_s003_page_3_002|bear_2025_s003_page_3_003|bear_2025_s003_page_3_004|bear_2025_s004_page_4_002|bear_2025_s004_page_4_003|bear_2025_s005_page_5_001|bear_2025_s005_page_5_002|bear_2025_s005_page_5_003|bear_2025_s006_page_6_002|bear_2025_s006_page_6_003|bgpstream_docs_s001_full_001|context_2026_datasource_001|context_2026_paper_bear_001|context_2026_as_path_001|context_2026_route_leak_001|context_2026_scope_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_datasource_caida_as_relationships,81,datasource_caida_as_relationships,DataSource,CAIDA AS Relationships,approved,ready_with_manual_note,2,1,1,2,20,0,caida_as_relationships|context_2026,../context.md|raw/data_docs/caida_as_relationships.html,parsed/data_docs/caida_as_relationships.json,cleaned/data_docs/caida_as_relationships.md,caida_as_relationships_s001_full_013|caida_as_relationships_s001_full_001|caida_as_relationships_s001_full_011|caida_as_relationships_s001_full_012|caida_as_relationships_s001_full_015|caida_as_relationships_s001_full_002|caida_as_relationships_s001_full_003|caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_010|caida_as_relationships_s001_full_014|caida_as_relationships_s001_full_006|caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_008|caida_as_relationships_s001_full_009|context_2026_route_leak_001|context_2026_scope_001|context_2026_datasource_001|context_2026_paper_bear_001|context_2026_as_path_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_datasource_ripe_ris,82,datasource_ripe_ris,DataSource,RIPE RIS,approved,ready_with_manual_note,2,1,1,2,6,0,ripe_ris_docs|context_2026,../context.md|raw/data_docs/ripe_ris_docs.html,parsed/data_docs/ripe_ris_docs.json,cleaned/data_docs/ripe_ris_docs.md,context_2026_datasource_001|context_2026_paper_bear_001|context_2026_as_path_001|context_2026_route_leak_001|context_2026_scope_001|ripe_ris_docs_s001_full_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_datasource_routeviews,83,datasource_routeviews,DataSource,RouteViews,approved,ready_with_manual_note,2,1,1,2,32,0,routeviews_api_doc|context_2026,../context.md|raw/data_docs/routeviews_api_doc.html,parsed/data_docs/routeviews_api_doc.json,cleaned/data_docs/routeviews_api_doc.md,context_2026_datasource_001|context_2026_paper_bear_001|context_2026_as_path_001|context_2026_route_leak_001|context_2026_scope_001|routeviews_api_doc_s001_full_001|routeviews_api_doc_s001_full_002|routeviews_api_doc_s001_full_003|routeviews_api_doc_s001_full_004|routeviews_api_doc_s001_full_005|routeviews_api_doc_s001_full_006|routeviews_api_doc_s001_full_007|routeviews_api_doc_s001_full_008|routeviews_api_doc_s001_full_009|routeviews_api_doc_s001_full_010|routeviews_api_doc_s001_full_011|routeviews_api_doc_s001_full_013|routeviews_api_doc_s001_full_014|routeviews_api_doc_s001_full_015|routeviews_api_doc_s001_full_016|routeviews_api_doc_s001_full_017|routeviews_api_doc_s001_full_018|routeviews_api_doc_s001_full_019|routeviews_api_doc_s001_full_020|routeviews_api_doc_s001_full_021,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_datasource_rpki_roa,84,datasource_rpki_roa,DataSource,RPKI / ROA,approved,ready_with_manual_note,3,2,1,3,47,0,rfc6811|routeviews_api_doc|context_2026,../context.md|raw/data_docs/routeviews_api_doc.html|raw/standards/rfc6811.txt,parsed/data_docs/routeviews_api_doc.json|parsed/standards/rfc6811.json,cleaned/data_docs/routeviews_api_doc.md|cleaned/standards/rfc6811.md,context_2026_datasource_001|context_2026_paper_bear_001|context_2026_as_path_001|context_2026_route_leak_001|context_2026_scope_001|rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s001_1_003|rfc6811_s003_2_001|rfc6811_s006_4_001|rfc6811_s008_6_001|rfc6811_s010_8_1_001|rfc6811_s011_8_2_001|rfc6811_s002_1_1_001|rfc6811_s003_2_002|rfc6811_s003_2_003|rfc6811_s004_2_1_001|rfc6811_s005_3_001|rfc6811_s007_5_001|rfc6811_s009_7_001|routeviews_api_doc_s001_full_007|routeviews_api_doc_s001_full_008|routeviews_api_doc_s001_full_018|routeviews_api_doc_s001_full_001|routeviews_api_doc_s001_full_004|routeviews_api_doc_s001_full_019|routeviews_api_doc_s001_full_022|routeviews_api_doc_s001_full_023|routeviews_api_doc_s001_full_024|routeviews_api_doc_s001_full_002,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_anomaly_moas,85,anomaly_moas,AnomalyType,MOAS,approved,ready_with_manual_note,2,1,1,2,20,0,rfc6811|context_2026,../context.md|raw/standards/rfc6811.txt,parsed/standards/rfc6811.json,cleaned/standards/rfc6811.md,context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|context_2026_datasource_001|context_2026_as_path_001|rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s003_2_001|rfc6811_s010_8_1_001|rfc6811_s001_1_003|rfc6811_s003_2_002|rfc6811_s005_3_001|rfc6811_s006_4_001|rfc6811_s007_5_001|rfc6811_s008_6_001|rfc6811_s011_8_2_001|rfc6811_s002_1_1_001|rfc6811_s003_2_003|rfc6811_s004_2_1_001|rfc6811_s009_7_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_anomaly_origin_change,86,anomaly_origin_change,AnomalyType,Origin Change,approved,ready_with_manual_note,3,2,1,3,81,0,rfc6811|bgpshield_2025|context_2026,../context.md|raw/papers/bgpshield_2025.pdf|raw/standards/rfc6811.txt,parsed/papers/bgpshield_2025.json|parsed/standards/rfc6811.json,cleaned/papers/bgpshield_2025.md|cleaned/standards/rfc6811.md,bgpshield_2025_s010_page_10_002|bgpshield_2025_s004_page_4_002|bgpshield_2025_s010_page_10_001|bgpshield_2025_s004_page_4_003|bgpshield_2025_s007_page_7_001|bgpshield_2025_s008_page_8_001|bgpshield_2025_s009_page_9_003|bgpshield_2025_s001_page_1_003|bgpshield_2025_s003_page_3_004|bgpshield_2025_s009_page_9_002|bgpshield_2025_s012_page_12_003|bgpshield_2025_s013_page_13_002|bgpshield_2025_s005_page_5_001|bgpshield_2025_s007_page_7_002|bgpshield_2025_s008_page_8_002|bgpshield_2025_s004_page_4_001|bgpshield_2025_s007_page_7_003|bgpshield_2025_s011_page_11_002|bgpshield_2025_s011_page_11_003|bgpshield_2025_s003_page_3_003|context_2026_route_leak_001|context_2026_paper_bear_001|context_2026_datasource_001|context_2026_as_path_001|context_2026_scope_001|rfc6811_s001_1_002|rfc6811_s010_8_1_001|rfc6811_s001_1_001|rfc6811_s003_2_001|rfc6811_s006_4_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
packet_anomaly_path_hijack,87,anomaly_path_hijack,AnomalyType,Path Hijack,approved,ready_with_manual_note,3,2,1,3,195,0,rfc4271|bgpshield_2025|context_2026,../context.md|raw/papers/bgpshield_2025.pdf|raw/standards/rfc4271.txt,parsed/papers/bgpshield_2025.json|parsed/standards/rfc4271.json,cleaned/papers/bgpshield_2025.md|cleaned/standards/rfc4271.md,bgpshield_2025_s010_page_10_002|bgpshield_2025_s002_page_2_001|bgpshield_2025_s007_page_7_002|bgpshield_2025_s001_page_1_003|bgpshield_2025_s003_page_3_002|bgpshield_2025_s004_page_4_002|bgpshield_2025_s004_page_4_003|bgpshield_2025_s012_page_12_003|bgpshield_2025_s005_page_5_001|bgpshield_2025_s008_page_8_001|bgpshield_2025_s001_page_1_001|bgpshield_2025_s004_page_4_001|bgpshield_2025_s007_page_7_001|bgpshield_2025_s008_page_8_003|bgpshield_2025_s009_page_9_002|bgpshield_2025_s013_page_13_003|bgpshield_2025_s003_page_3_003|bgpshield_2025_s007_page_7_003|bgpshield_2025_s008_page_8_002|bgpshield_2025_s009_page_9_003|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|context_2026_datasource_001|context_2026_as_path_001|rfc4271_s048_8_1_2_001|rfc4271_s073_9_2_2_2_003|rfc4271_s005_1_001|rfc4271_s009_3_001|rfc4271_s019_2_001,打开 cleaned_path 或 parsed_path，核对实体定义和关键字段是否被来源直接支持。|检查 chunk_sample_ids 是否覆盖定义、适用范围、限制或误报边界。|确认 source_refs 中每个来源是否仍应保留，缺少直接证据时保持 pending。|人工确认通过后，再把实体 review_status 从 pending 改为 approved。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,scripts/build_entity_review_packets.py
